;approval;gender;usia; pinjaman;tenor;pemasukan;tanggungan;pekerjaan
3404;Y;M;40;1200000;3;3500000;1;Pedagang
3405;Y;F;46;2500000;12;5000000;1;Pedagang
3406;Y;M;61;1200000;3;4000000;0;Pedagang
3407;N;M;32;1200000;10;1800000;5;Buruh
3408;N;F;43;1400000;8;1200000;4;Pedagang
3409;N;F;79;1000000;4;3500000;3;Buruh
3410;N;F;99;1600000;16;1200000;4;Wirausaha
3411;Y;M;38;1400000;16;2500000;0;Pekerja Lepas
3412;N;F;40;1200000;3;5000000;3;Buruh
3413;N;F;38;1200000;10;1500000;0;Guru/Dosen
3414;Y;M;22;1400000;10;2300000;5;Pedagang
3415;Y;F;68;1200000;5;5000000;2;Pedagang
3416;N;F;46;1400000;12;1800000;2;Wirausaha
3417;N;M;20;1400000;16;1500000;2;Pedagang
3418;N;F;91;2500000;4;4800000;4;Buruh
3419;N;M;79;500000;10;2000000;2;Pedagang
3420;Y;M;87;1200000;4;4600000;2;Wirausaha
3421;Y;M;99;1600000;4;2500000;5;Pekerja Lepas
3422;N;M;63;1600000;4;1500000;4;Pedagang
3423;Y;F;97;1400000;16;3500000;5;Pekerja Lepas
3424;Y;M;82;500000;8;2500000;1;Pedagang
3425;Y;M;31;1600000;12;4000000;4;Pekerja Lepas
3426;N;F;83;2500000;6;1500000;1;Wirausaha
3427;Y;F;34;2500000;3;4600000;0;Pedagang
3428;N;M;59;1200000;20;1200000;1;Guru/Dosen
3429;Y;F;48;1000000;12;3500000;4;Pedagang
3430;N;F;65;700000;8;1500000;5;Guru/Dosen
3431;N;F;51;500000;8;1500000;0;Pedagang
3432;Y;F;55;1200000;6;4400000;1;Pedagang
3433;Y;M;53;500000;10;4000000;0;Guru/Dosen
3434;Y;F;33;1400000;5;4800000;1;Wirausaha
3435;N;F;98;500000;12;1500000;4;Pedagang
3436;N;M;46;1200000;12;2500000;0;Guru/Dosen
3437;Y;M;63;1900000;8;3000000;1;Pedagang
3438;N;F;64;1200000;20;3000000;4;Buruh
3439;N;M;43;2500000;10;1200000;1;Wirausaha
3440;Y;F;31;1400000;3;3500000;3;Pedagang
3441;Y;M;33;1600000;10;3000000;3;Pedagang
3442;N;M;29;1400000;4;2000000;1;Guru/Dosen
3443;N;F;39;1500000;5;4000000;2;Guru/Dosen
3444;N;M;51;1000000;6;4000000;2;Guru/Dosen
3445;N;M;83;1900000;4;3000000;5;Guru/Dosen
3446;Y;F;37;1200000;6;4600000;2;Buruh
3447;Y;M;26;1500000;20;4400000;0;Pedagang
3448;N;M;79;1400000;5;1800000;1;Pedagang
3449;Y;F;65;500000;12;4800000;0;Pedagang
3450;N;M;64;3000000;16;1200000;4;Pedagang
3451;Y;F;78;1800000;5;4000000;1;Pedagang
3452;Y;M;34;1600000;5;3500000;0;Guru/Dosen
3453;Y;M;31;1200000;3;5000000;5;Pedagang
3454;N;F;38;2500000;10;1200000;4;Guru/Dosen
3455;N;M;64;1200000;10;1200000;0;Pekerja Lepas
3456;Y;M;41;1200000;6;4800000;0;Guru/Dosen
3457;Y;F;55;2000000;4;4800000;1;Pedagang
3458;Y;M;71;1600000;16;3000000;1;Pekerja Lepas
3459;N;F;23;1800000;4;2500000;3;Buruh
3460;Y;F;28;1200000;10;2300000;1;Pedagang
3461;N;M;31;1200000;8;1500000;2;Pekerja Lepas
3462;Y;M;55;500000;6;4600000;0;Guru/Dosen
3463;Y;M;38;1500000;16;4600000;3;Pekerja Lepas
3464;Y;M;88;1400000;20;4600000;1;Pedagang
3465;N;M;84;3000000;10;3000000;2;Buruh
3466;N;M;65;1200000;10;4600000;0;Guru/Dosen
3467;Y;F;39;1200000;12;3000000;0;Buruh
3468;N;M;70;1600000;20;3000000;1;Buruh
3469;N;M;23;500000;12;1200000;1;Guru/Dosen
3470;N;M;39;1400000;8;1200000;1;Buruh
3471;Y;M;36;2500000;20;3500000;5;Wirausaha
3472;N;F;68;1200000;4;4500000;2;Guru/Dosen
3473;Y;M;90;1000000;6;2500000;4;Pedagang
3474;N;F;97;1000000;10;2500000;1;Buruh
3475;Y;M;96;1600000;5;4500000;3;Wirausaha
3476;N;M;89;2000000;5;4500000;4;Guru/Dosen
3477;N;F;69;700000;5;2500000;5;Buruh
3478;N;M;67;1600000;10;2000000;3;Pekerja Lepas
3479;N;M;39;500000;5;1800000;0;Guru/Dosen
3480;Y;F;99;1500000;6;4800000;1;Pedagang
3481;Y;M;55;500000;8;4800000;0;Wirausaha
3482;Y;M;43;1200000;8;4600000;1;Pedagang
3483;N;F;71;1000000;4;4500000;4;Guru/Dosen
3484;Y;M;27;1900000;3;5000000;0;Wirausaha
3485;N;M;76;1900000;4;1800000;1;Guru/Dosen
3486;Y;M;45;2000000;20;3000000;2;Pedagang
3487;N;M;100;700000;20;2000000;5;Pedagang
3488;Y;M;23;2000000;4;2500000;0;Pedagang
3489;Y;M;49;3000000;4;4800000;1;Pedagang
3490;Y;F;87;500000;5;2500000;3;Wirausaha
3491;Y;M;59;1400000;5;3000000;4;Pedagang
3492;N;F;40;1200000;6;1500000;2;Wirausaha
3493;N;F;30;1900000;12;2000000;2;Wirausaha
3494;Y;M;92;1400000;12;4500000;5;Pedagang
3495;Y;M;33;500000;4;4000000;1;Pedagang
3496;Y;M;44;1600000;10;4600000;2;Pedagang
3497;N;M;66;500000;4;4600000;1;Guru/Dosen
3498;N;M;26;2500000;16;2000000;0;Pedagang
3499;N;M;67;1400000;3;5000000;4;Guru/Dosen
3500;N;M;88;1800000;5;1800000;2;Buruh
3501;Y;F;60;700000;10;4000000;0;Wirausaha
3502;N;F;45;500000;6;2000000;0;Pekerja Lepas
3503;Y;M;36;500000;6;5000000;2;Wirausaha
3504;N;M;28;3000000;12;1200000;1;Guru/Dosen
3505;Y;M;73;500000;20;4600000;0;Pekerja Lepas
3506;N;M;97;1800000;6;1200000;0;Pekerja Lepas
3507;N;M;20;3000000;8;2500000;1;Buruh
3508;Y;M;68;1600000;12;4800000;1;Pedagang
3509;N;M;43;1400000;12;1500000;2;Wirausaha
3510;N;M;77;500000;4;2500000;5;Buruh
3511;Y;F;37;1500000;4;3000000;2;Pedagang
3512;Y;F;88;1800000;6;4000000;3;Pedagang
3513;Y;M;96;1200000;4;2500000;5;Pedagang
3514;Y;M;25;1200000;8;4500000;0;Wirausaha
3515;Y;M;81;1200000;16;4600000;5;Wirausaha
3516;N;F;66;1800000;5;3000000;1;Buruh
3517;Y;M;85;2000000;6;4000000;0;Pedagang
3518;Y;F;47;2500000;12;4600000;3;Pekerja Lepas
3519;N;M;53;1500000;16;1200000;2;Wirausaha
3520;Y;M;80;3000000;10;4800000;2;Wirausaha
3521;N;M;94;1900000;3;4500000;5;Guru/Dosen
3522;Y;M;84;1800000;5;4600000;1;Pedagang
3523;N;M;92;500000;12;2500000;2;Buruh
3524;N;F;68;1000000;12;2000000;4;Guru/Dosen
3525;Y;F;51;2500000;5;2500000;0;Wirausaha
3526;N;M;84;1800000;4;3500000;0;Guru/Dosen
3527;N;M;75;1500000;10;1200000;3;Pedagang
3528;N;M;81;1200000;4;2300000;3;Buruh
3529;Y;M;78;1600000;3;3000000;2;Pekerja Lepas
3530;N;M;82;500000;10;4800000;0;Buruh
3531;Y;F;56;2000000;10;4500000;3;Pekerja Lepas
3532;N;M;42;500000;6;1500000;1;Guru/Dosen
3533;N;M;57;500000;10;1500000;2;Pedagang
3534;N;M;27;1200000;10;4800000;2;Buruh
3535;N;M;37;1500000;3;1200000;4;Pedagang
3536;N;M;83;500000;20;4600000;4;Guru/Dosen
3537;Y;M;49;3000000;8;2500000;0;Wirausaha
3538;N;F;23;1500000;3;3000000;4;Buruh
3539;Y;M;80;1200000;10;2500000;2;Pedagang
3540;N;M;61;1200000;8;2000000;0;Pedagang
3541;Y;M;68;1000000;12;3000000;4;Pedagang
3542;N;F;56;1200000;3;2000000;0;Buruh
3543;Y;M;38;1600000;4;4600000;1;Buruh
3544;Y;M;54;500000;20;4600000;5;Pekerja Lepas
3545;Y;M;77;1200000;3;4600000;5;Pedagang
3546;N;M;29;500000;4;2000000;0;Buruh
3547;Y;M;78;2000000;4;3500000;3;Pedagang
3548;Y;M;41;3000000;3;4600000;4;Wirausaha
3549;N;M;22;1200000;20;1800000;1;Wirausaha
3550;Y;M;40;1600000;4;4500000;4;Wirausaha
3551;Y;M;31;500000;3;3000000;1;Wirausaha
3552;N;M;89;1900000;4;2000000;1;Pekerja Lepas
3553;Y;M;49;2000000;10;2300000;0;Pedagang
3554;N;F;78;3000000;20;5000000;4;Buruh
3555;N;M;59;1900000;4;2000000;3;Pedagang
3556;N;F;44;500000;6;2000000;0;Pedagang
3557;Y;F;89;500000;10;4600000;2;Wirausaha
3558;Y;M;40;1600000;16;5000000;3;Pekerja Lepas
3559;Y;M;39;2500000;5;4800000;3;Pedagang
3560;N;F;76;1800000;16;2000000;1;Pekerja Lepas
3561;Y;M;39;1400000;6;3500000;1;Wirausaha
3562;Y;M;21;1200000;4;4400000;2;Pedagang
3563;Y;M;22;1500000;4;4000000;1;Pedagang
3564;N;F;62;1800000;6;2000000;1;Pekerja Lepas
3565;N;F;21;1400000;5;2000000;1;Wirausaha
3566;N;F;55;1500000;20;1500000;1;Guru/Dosen
3567;Y;M;80;3000000;12;4800000;4;Pedagang
3568;Y;M;57;1500000;10;4600000;1;Pedagang
3569;Y;F;51;700000;12;4400000;0;Wirausaha
3570;Y;M;21;1200000;4;4000000;1;Pedagang
3571;N;M;77;2000000;8;2000000;5;Guru/Dosen
3572;Y;M;59;1900000;10;2300000;5;Wirausaha
3573;N;M;53;1400000;4;1200000;3;Wirausaha
3574;N;M;67;2500000;4;3000000;1;Guru/Dosen
3575;N;M;66;1000000;10;2300000;5;Guru/Dosen
3576;Y;M;80;1200000;16;4800000;2;Pedagang
3577;Y;F;53;700000;10;2300000;1;Pekerja Lepas
3578;N;M;56;1200000;6;2300000;4;Buruh
3579;N;M;74;500000;10;1200000;4;Wirausaha
3580;Y;F;84;1600000;8;2500000;4;Pedagang
3581;N;M;26;1200000;4;1200000;2;Pedagang
3582;Y;F;97;500000;5;2500000;1;Wirausaha
3583;N;M;52;2000000;20;1800000;5;Buruh
3584;Y;M;32;500000;10;4600000;3;Pekerja Lepas
3585;N;F;31;700000;3;5000000;5;Guru/Dosen
3586;Y;M;100;3000000;4;2500000;0;Pedagang
3587;N;M;74;700000;20;4500000;3;Buruh
3588;Y;F;35;2500000;16;2300000;0;Wirausaha
3589;Y;F;35;1600000;20;3000000;1;Wirausaha
3590;Y;F;69;2500000;8;4000000;2;Pedagang
3591;Y;M;47;1000000;20;2500000;1;Wirausaha
3592;Y;F;50;1800000;6;3500000;4;Wirausaha
3593;Y;M;79;2500000;20;2300000;3;Pekerja Lepas
3594;Y;M;97;500000;20;5000000;0;Wirausaha
3595;N;M;62;1600000;20;4500000;4;Buruh
3596;Y;F;88;1400000;4;4000000;4;Pedagang
3597;Y;M;64;1900000;6;3000000;2;Pedagang
3598;Y;M;37;500000;5;3500000;2;Pedagang
3599;Y;M;25;1400000;20;4500000;0;Pedagang
3600;Y;M;87;2500000;20;2500000;2;Pedagang
3601;Y;F;58;700000;10;5000000;2;Wirausaha
3602;N;M;58;1800000;5;3500000;3;Buruh
3603;N;M;94;1200000;12;1800000;5;Guru/Dosen
3604;N;M;63;1000000;4;1500000;0;Pekerja Lepas
3605;N;M;24;1600000;10;4000000;3;Buruh
3606;N;M;63;1900000;4;1200000;2;Pekerja Lepas
3607;Y;M;82;1200000;4;3500000;1;Pedagang
3608;Y;F;23;1800000;8;5000000;0;Wirausaha
3609;Y;M;50;1200000;16;2500000;1;Wirausaha
3610;N;M;99;1900000;3;2000000;2;Pekerja Lepas
3611;Y;M;43;1200000;4;4500000;0;Guru/Dosen
3612;N;M;40;1200000;4;3500000;1;Buruh
3613;N;M;77;1400000;4;2000000;2;Pekerja Lepas
3614;Y;M;97;1500000;16;2500000;4;Pekerja Lepas
3615;N;M;22;3000000;5;2000000;1;Pedagang
3616;N;F;36;1200000;6;2000000;2;Wirausaha
3617;N;M;91;2500000;8;1200000;3;Wirausaha
3618;Y;M;61;2500000;8;2500000;3;Pedagang
3619;Y;M;38;1200000;16;4000000;4;Pedagang
3620;Y;M;44;1000000;8;3000000;5;Pedagang
3621;N;M;92;1600000;10;2500000;0;Guru/Dosen
3622;Y;M;34;1200000;20;2300000;5;Pekerja Lepas
3623;N;M;29;1200000;10;4800000;4;Guru/Dosen
3624;Y;M;73;2500000;4;3500000;3;Pedagang
3625;N;M;70;1900000;3;1500000;0;Pedagang
3626;N;F;91;1500000;4;1800000;5;Pedagang
3627;Y;F;65;2500000;4;5000000;4;Pedagang
3628;N;F;45;500000;3;1200000;5;Pedagang
3629;N;F;75;1400000;4;3000000;4;Buruh
3630;N;M;87;1200000;20;4800000;1;Buruh
3631;Y;M;43;700000;20;2500000;5;Pedagang
3632;N;M;76;2000000;4;2000000;4;Guru/Dosen
3633;N;F;68;500000;5;4400000;2;Buruh
3634;N;M;100;500000;4;2300000;0;Guru/Dosen
3635;Y;M;51;1400000;5;4500000;3;Pedagang
3636;N;M;64;700000;20;1500000;3;Buruh
3637;Y;F;73;1400000;3;5000000;0;Pekerja Lepas
3638;Y;M;79;700000;4;4400000;5;Pedagang
3639;Y;M;57;1200000;10;2500000;3;Pekerja Lepas
3640;N;M;55;2500000;4;1800000;5;Guru/Dosen
3641;N;F;92;1200000;12;1500000;0;Pedagang
3642;Y;M;78;500000;10;4500000;1;Pedagang
3643;N;M;65;1200000;4;1200000;2;Wirausaha
3644;Y;F;61;1900000;5;2500000;3;Wirausaha
3645;N;M;24;700000;10;2000000;0;Wirausaha
3646;N;F;36;1200000;12;1800000;4;Pedagang
3647;N;F;95;1600000;4;3000000;4;Buruh
3648;N;M;53;700000;10;1800000;2;Pedagang
3649;N;M;23;1500000;4;1800000;1;Pedagang
3650;N;M;75;1900000;4;1200000;1;Pekerja Lepas
3651;N;M;73;1200000;20;1800000;3;Buruh
3652;N;F;39;2000000;3;1800000;0;Pedagang
3653;N;M;77;1600000;4;4400000;1;Buruh
3654;Y;F;100;2000000;5;3500000;0;Pedagang
3655;N;M;53;3000000;3;3500000;1;Buruh
3656;Y;M;56;1400000;4;5000000;1;Guru/Dosen
3657;Y;M;76;500000;8;2300000;1;Pekerja Lepas
3658;Y;M;29;500000;5;4600000;1;Pedagang
3659;N;M;66;2000000;4;1500000;4;Buruh
3660;Y;M;53;2000000;16;4000000;1;Pedagang
3661;N;M;38;1400000;12;4500000;2;Guru/Dosen
3662;N;M;28;1000000;6;2000000;4;Pekerja Lepas
3663;N;M;66;1200000;10;3500000;3;Buruh
3664;Y;M;59;1400000;6;4400000;0;Pedagang
3665;N;F;86;1900000;20;2000000;4;Pedagang
3666;N;F;69;700000;10;2000000;2;Wirausaha
3667;Y;M;66;1200000;16;2500000;2;Pedagang
3668;Y;F;26;700000;5;2300000;4;Pedagang
3669;Y;M;100;2000000;20;4500000;1;Pekerja Lepas
3670;N;F;63;1600000;4;2000000;2;Wirausaha
3671;N;F;88;500000;4;2500000;4;Buruh
3672;N;M;75;1600000;16;5000000;1;Guru/Dosen
3673;Y;M;56;1500000;10;5000000;2;Wirausaha
3674;Y;F;35;3000000;10;4500000;1;Wirausaha
3675;N;M;94;1500000;12;3500000;3;Guru/Dosen
3676;N;M;97;500000;12;5000000;1;Guru/Dosen
3677;Y;M;76;1600000;6;2300000;4;Pedagang
3678;Y;M;100;1400000;12;4800000;1;Wirausaha
3679;Y;M;21;500000;16;2500000;3;Pedagang
3680;Y;M;46;1600000;10;4800000;1;Guru/Dosen
3681;Y;M;89;2500000;4;4000000;4;Pekerja Lepas
3682;N;F;71;2500000;3;4000000;1;Guru/Dosen
3683;N;M;76;2000000;4;1800000;2;Pedagang
3684;N;M;66;1200000;12;4600000;5;Buruh
3685;N;M;87;1500000;10;4500000;5;Buruh
3686;N;M;28;1600000;10;1800000;0;Pedagang
3687;N;F;75;3000000;12;2000000;4;Guru/Dosen
3688;Y;F;22;1400000;6;2500000;0;Pedagang
3689;Y;M;24;1500000;4;4800000;3;Pedagang
3690;N;M;29;1000000;12;1500000;5;Pekerja Lepas
3691;N;F;27;1600000;4;2000000;0;Pekerja Lepas
3692;N;F;81;3000000;10;2000000;2;Pedagang
3693;Y;M;84;3000000;5;4000000;0;Pedagang
3694;Y;M;85;3000000;20;4800000;1;Pekerja Lepas
3695;Y;F;66;1200000;5;4400000;0;Pekerja Lepas
3696;Y;F;86;3000000;5;4600000;0;Pedagang
3697;N;M;70;1800000;10;3500000;0;Buruh
3698;Y;F;52;1400000;6;4800000;2;Wirausaha
3699;N;M;91;1800000;10;1800000;0;Pedagang
3700;Y;M;53;700000;10;4400000;2;Pedagang
3701;N;F;35;1800000;5;2300000;4;Guru/Dosen
3702;Y;M;52;1400000;8;4500000;1;Pekerja Lepas
3703;N;M;79;1200000;10;1500000;3;Wirausaha
3704;Y;M;50;700000;20;4000000;5;Pedagang
3705;N;M;85;2000000;4;1500000;1;Pekerja Lepas
3706;Y;F;22;1500000;10;4400000;2;Pekerja Lepas
3707;N;M;22;1200000;12;3500000;2;Buruh
3708;Y;M;95;1200000;4;4400000;4;Pekerja Lepas
3709;Y;F;99;1200000;20;2300000;0;Pedagang
3710;N;M;21;2000000;8;4500000;3;Guru/Dosen
3711;N;M;94;1400000;8;2000000;3;Pedagang
3712;N;M;29;1000000;10;2000000;5;Pedagang
3713;N;M;68;2500000;10;2000000;3;Pedagang
3714;N;F;62;3000000;4;1800000;2;Pedagang
3715;Y;M;35;2000000;10;4400000;2;Pedagang
3716;Y;M;76;2500000;3;2500000;3;Wirausaha
3717;Y;M;44;1000000;5;4000000;0;Buruh
3718;Y;M;37;1900000;4;4400000;0;Pedagang
3719;Y;F;76;2000000;8;5000000;5;Pekerja Lepas
3720;Y;F;26;1800000;10;4500000;5;Pedagang
3721;N;M;28;700000;20;1800000;1;Pedagang
3722;Y;M;74;2500000;10;2500000;3;Pedagang
3723;Y;M;35;1000000;4;4400000;4;Wirausaha
3724;N;M;44;1800000;6;4000000;3;Buruh
3725;N;M;49;3000000;16;1500000;1;Pekerja Lepas
3726;Y;M;52;1200000;16;2500000;4;Pekerja Lepas
3727;N;F;86;1200000;4;4800000;5;Guru/Dosen
3728;N;F;34;1400000;10;1500000;4;Guru/Dosen
3729;Y;M;67;500000;3;4800000;0;Wirausaha
3730;Y;M;68;1800000;4;4000000;3;Pekerja Lepas
3731;N;M;65;500000;8;1800000;0;Wirausaha
3732;N;F;24;2000000;16;3000000;3;Guru/Dosen
3733;N;F;28;1000000;10;1500000;2;Pekerja Lepas
3734;Y;M;34;1500000;10;4400000;3;Pedagang
3735;N;F;100;3000000;6;4400000;4;Guru/Dosen
3736;Y;F;65;1600000;4;4800000;4;Pedagang
3737;N;F;54;2500000;6;2300000;5;Guru/Dosen
3738;N;M;73;1900000;20;3500000;1;Buruh
3739;N;M;24;1900000;16;3000000;2;Buruh
3740;N;M;59;2000000;8;1800000;0;Guru/Dosen
3741;N;F;42;1900000;5;3000000;4;Guru/Dosen
3742;N;F;23;1200000;10;1500000;4;Pekerja Lepas
3743;Y;M;24;1600000;12;5000000;4;Wirausaha
3744;Y;F;57;1200000;6;2500000;1;Pekerja Lepas
3745;Y;M;86;500000;10;4800000;3;Wirausaha
3746;N;M;52;3000000;10;1800000;3;Pedagang
3747;Y;F;20;2000000;8;2300000;4;Wirausaha
3748;Y;M;37;500000;10;5000000;3;Pekerja Lepas
3749;N;F;48;1400000;12;1800000;0;Buruh
3750;N;F;79;500000;8;1500000;0;Guru/Dosen
3751;N;M;66;1600000;4;1200000;5;Pedagang
3752;Y;M;50;500000;10;3500000;5;Pedagang
3753;Y;F;60;2500000;3;3000000;4;Wirausaha
3754;Y;M;37;1200000;4;4000000;0;Pedagang
3755;N;F;51;1900000;10;4800000;4;Buruh
3756;N;F;84;1400000;10;2000000;4;Pedagang
3757;N;F;67;700000;8;1500000;3;Buruh
3758;N;M;24;1000000;6;1500000;2;Pedagang
3759;Y;M;47;1000000;8;4400000;4;Pekerja Lepas
3760;N;M;80;1800000;12;3000000;1;Guru/Dosen
3761;Y;F;68;1000000;6;3500000;4;Wirausaha
3762;N;M;97;2500000;4;2000000;4;Pekerja Lepas
3763;N;M;36;1200000;12;5000000;4;Buruh
3764;Y;M;51;1900000;6;2300000;1;Pekerja Lepas
3765;Y;M;70;1600000;16;2500000;4;Pedagang
3766;N;M;63;1600000;4;1800000;3;Pedagang
3767;Y;M;52;1000000;8;5000000;0;Pedagang
3768;N;M;64;3000000;8;1200000;4;Pekerja Lepas
3769;Y;M;91;500000;4;4800000;2;Wirausaha
3770;Y;F;62;2000000;8;5000000;4;Wirausaha
3771;Y;F;75;1400000;3;4000000;0;Pekerja Lepas
3772;Y;F;99;1800000;10;4000000;4;Pekerja Lepas
3773;N;M;75;1800000;4;2000000;0;Pedagang
3774;N;F;34;2000000;10;4600000;5;Buruh
3775;Y;F;57;1000000;16;3500000;2;Wirausaha
3776;Y;F;67;1000000;3;4400000;3;Pedagang
3777;N;F;86;1000000;20;3500000;2;Buruh
3778;N;M;28;1900000;10;2000000;5;Wirausaha
3779;Y;M;44;500000;10;4500000;5;Pedagang
3780;Y;M;81;1800000;8;3000000;5;Pedagang
3781;Y;F;58;1900000;6;4000000;5;Wirausaha
3782;Y;M;30;1900000;4;4600000;2;Pedagang
3783;N;M;78;500000;8;3500000;4;Buruh
3784;N;M;64;1000000;10;1500000;0;Pedagang
3785;Y;M;30;1200000;10;4800000;5;Pekerja Lepas
3786;N;F;35;1000000;10;2000000;5;Pedagang
3787;N;M;92;1500000;10;1200000;4;Wirausaha
3788;N;M;96;2500000;12;1200000;2;Wirausaha
3789;Y;M;25;2000000;10;2300000;4;Wirausaha
3790;N;F;40;500000;16;1500000;5;Pedagang
3791;N;M;70;1600000;4;3500000;4;Guru/Dosen
3792;Y;M;77;1600000;4;5000000;0;Pekerja Lepas
3793;N;M;70;2000000;4;4800000;2;Guru/Dosen
3794;N;M;72;1900000;8;4000000;1;Buruh
3795;N;M;55;2000000;20;1500000;0;Buruh
3796;N;M;86;1400000;10;1800000;0;Guru/Dosen
3797;N;F;73;3000000;8;5000000;5;Buruh
3798;Y;M;94;3000000;6;4500000;0;Pedagang
3799;N;M;75;1600000;5;4000000;0;Buruh
3800;N;M;42;500000;12;4400000;1;Buruh
3801;Y;M;66;700000;16;5000000;5;Wirausaha
3802;N;F;66;1200000;10;4000000;3;Guru/Dosen
3803;Y;F;52;500000;4;4400000;1;Guru/Dosen
3804;Y;M;44;1200000;5;4000000;0;Pedagang
3805;Y;M;29;1500000;4;4800000;5;Pekerja Lepas
3806;Y;M;86;1200000;20;4800000;2;Pedagang
3807;N;M;71;2000000;16;1200000;2;Pedagang
3808;Y;M;34;1900000;6;3000000;5;Wirausaha
3809;N;F;82;3000000;5;2300000;2;Buruh
3810;N;M;34;2000000;10;1500000;1;Pedagang
3811;N;M;64;1200000;12;1200000;5;Buruh
3812;N;M;36;500000;4;4500000;2;Buruh
3813;N;M;74;1600000;20;1200000;5;Pedagang
3814;N;F;42;1600000;10;1200000;3;Guru/Dosen
3815;Y;M;23;1200000;4;4600000;4;Pedagang
3816;N;M;74;500000;12;2300000;1;Buruh
3817;Y;M;25;1200000;4;4500000;1;Pedagang
3818;N;F;75;2500000;4;1200000;5;Buruh
3819;Y;M;22;500000;16;2300000;5;Pekerja Lepas
3820;Y;F;66;1200000;4;4500000;5;Wirausaha
3821;N;F;43;500000;10;1500000;2;Pekerja Lepas
3822;N;F;89;500000;3;2300000;5;Guru/Dosen
3823;Y;M;53;1200000;16;3500000;3;Pekerja Lepas
3824;Y;M;81;1600000;16;3000000;2;Pekerja Lepas
3825;N;M;78;1500000;5;2000000;2;Buruh
3826;Y;M;39;500000;4;4500000;2;Pedagang
3827;N;F;27;1600000;16;1200000;4;Buruh
3828;N;M;58;500000;10;1800000;4;Buruh
3829;Y;M;31;700000;10;3500000;3;Wirausaha
3830;N;F;38;1400000;12;4000000;4;Buruh
3831;Y;M;33;1500000;6;4000000;1;Pekerja Lepas
3832;Y;F;79;3000000;4;3000000;3;Pedagang
3833;N;M;97;1200000;16;1200000;2;Pekerja Lepas
3834;Y;F;28;1500000;8;2500000;5;Pekerja Lepas
3835;Y;M;71;1000000;12;4400000;4;Pekerja Lepas
3836;Y;M;94;1200000;3;4000000;5;Pedagang
3837;N;M;67;1400000;12;2000000;4;Pekerja Lepas
3838;Y;M;88;1400000;4;4400000;1;Pekerja Lepas
3839;Y;M;100;1000000;20;3000000;1;Wirausaha
3840;N;F;47;1200000;12;4800000;4;Guru/Dosen
3841;Y;M;41;3000000;10;5000000;3;Pedagang
3842;Y;M;29;500000;8;3500000;0;Pedagang
3843;Y;M;21;1000000;5;4000000;5;Wirausaha
3844;Y;M;59;1900000;10;4000000;1;Wirausaha
3845;Y;M;100;500000;5;2500000;1;Pekerja Lepas
3846;Y;M;83;1200000;12;5000000;2;Pedagang
3847;N;M;50;1600000;3;1500000;0;Guru/Dosen
3848;N;M;20;1200000;16;1500000;5;Wirausaha
3849;Y;F;46;3000000;10;5000000;0;Pedagang
3850;N;M;95;1000000;4;1800000;0;Guru/Dosen
3851;Y;M;44;500000;10;4600000;3;Pekerja Lepas
3852;N;F;67;1400000;16;2000000;4;Pekerja Lepas
3853;Y;F;82;1600000;8;4000000;4;Pedagang
3854;N;F;56;3000000;5;1200000;2;Pedagang
3855;Y;F;28;700000;16;4000000;4;Pedagang
3856;Y;M;95;1800000;12;4600000;2;Pedagang
3857;Y;F;48;1500000;12;2300000;1;Pedagang
3858;N;F;72;700000;3;2000000;5;Pedagang
3859;Y;F;67;1400000;10;2300000;1;Pedagang
3860;N;F;63;1200000;8;1800000;2;Guru/Dosen
3861;Y;M;73;700000;12;4000000;3;Pedagang
3862;Y;M;52;1400000;3;2300000;3;Pedagang
3863;Y;F;50;1900000;12;3000000;1;Pekerja Lepas
3864;Y;M;56;1800000;4;4400000;1;Wirausaha
3865;N;F;99;1400000;20;2000000;0;Pekerja Lepas
3866;N;F;70;1200000;10;3000000;1;Buruh
3867;N;M;100;500000;10;4600000;5;Guru/Dosen
3868;N;F;77;1800000;4;2000000;4;Buruh
3869;Y;F;94;1200000;10;2300000;2;Pedagang
3870;N;M;95;500000;4;1200000;3;Guru/Dosen
3871;Y;F;58;1200000;4;4500000;1;Guru/Dosen
3872;N;M;97;1900000;10;1200000;2;Pekerja Lepas
3873;Y;M;69;500000;5;4000000;0;Pedagang
3874;N;M;37;1200000;16;3000000;4;Buruh
3875;N;F;32;2000000;16;1800000;5;Guru/Dosen
3876;Y;M;81;500000;12;4400000;4;Pedagang
3877;Y;F;72;1200000;5;4800000;3;Pedagang
3878;N;M;62;1200000;4;2000000;2;Wirausaha
3879;N;M;58;3000000;12;1500000;3;Guru/Dosen
3880;Y;M;44;1200000;10;3000000;4;Pekerja Lepas
3881;N;F;58;500000;20;1200000;2;Buruh
3882;N;M;92;1500000;10;1200000;4;Buruh
3883;N;M;24;1500000;8;1500000;3;Guru/Dosen
3884;Y;M;24;500000;6;4600000;5;Pekerja Lepas
3885;Y;F;86;1800000;8;4500000;5;Pekerja Lepas
3886;N;F;59;1500000;10;1500000;0;Pekerja Lepas
3887;Y;M;45;1800000;6;2500000;4;Wirausaha
3888;N;M;73;1200000;10;1800000;1;Buruh
3889;N;M;28;500000;20;1200000;1;Buruh
3890;Y;M;27;500000;10;5000000;0;Buruh
3891;N;M;91;1900000;12;1500000;4;Pedagang
3892;N;F;63;500000;5;4000000;2;Guru/Dosen
3893;Y;F;97;1200000;5;2500000;2;Pedagang
3894;Y;F;95;1900000;10;2500000;5;Wirausaha
