Gender;Usia;Pinjaman;Tenor;Pemasukan;Tanggungan;Pekerjaan;Donasi
F;30;2500000;6;2300000;5;Guru/Dosen;3
M;41;700000;16;1500000;2;Wirausaha;6
M;29;500000;4;1800000;1;Pedagang;0
F;84;2500000;3;1500000;5;Pedagang;1
M;97;1200000;20;2300000;3;Pedagang;6
M;57;2000000;16;4500000;3;Buruh;6
M;73;500000;20;2500000;1;Buruh;5
M;21;500000;16;1800000;4;Wirausaha;2
M;90;500000;20;5000000;5;Buruh;2
F;76;500000;3;4500000;1;Pekerja Lepas;1
M;68;3000000;12;1800000;2;Pedagang;3
M;43;700000;16;4400000;1;Buruh;6
F;47;2000000;10;3500000;4;Guru/Dosen;1
F;49;1600000;12;1800000;0;Pekerja Lepas;6
F;40;2000000;4;4000000;4;Pekerja Lepas;5
F;39;1800000;10;4600000;5;Guru/Dosen;4
F;83;1600000;10;1800000;1;Wirausaha;1
M;29;1500000;4;4400000;3;Wirausaha;6
F;75;1400000;16;1500000;0;Guru/Dosen;2
M;64;1900000;10;2500000;1;Guru/Dosen;0
M;44;1600000;4;1500000;0;Wirausaha;2
M;32;2000000;8;5000000;1;Pedagang;0
M;76;2500000;20;1500000;5;Pedagang;3
F;82;700000;4;3500000;3;Buruh;7
M;72;1800000;4;3500000;3;Pekerja Lepas;4
M;29;1800000;12;3500000;3;Pedagang;0
M;55;3000000;12;1800000;0;Guru/Dosen;6
M;30;3000000;10;4000000;5;Wirausaha;1
F;97;1900000;12;4600000;3;Pekerja Lepas;0
F;42;500000;12;5000000;5;Pekerja Lepas;0
M;48;1600000;6;5000000;1;Pekerja Lepas;5
F;25;2000000;16;4600000;1;Pekerja Lepas;0
M;82;1600000;10;4800000;4;Pedagang;2
M;57;1200000;16;2000000;4;Wirausaha;0
M;67;1000000;12;1200000;5;Pekerja Lepas;8
M;79;1900000;20;3000000;5;Pedagang;4
M;67;1900000;12;4400000;4;Pekerja Lepas;6
M;37;1200000;8;4800000;3;Pekerja Lepas;0
F;61;1600000;8;2300000;0;Buruh;0
M;57;1200000;4;2300000;5;Buruh;5
F;83;1200000;16;5000000;3;Pekerja Lepas;0
M;30;1200000;4;4800000;1;Pedagang;0
F;67;1400000;4;2300000;0;Guru/Dosen;0
M;99;500000;4;1500000;5;Guru/Dosen;5
M;31;1600000;4;2000000;2;Guru/Dosen;8
F;23;2000000;5;4400000;5;Guru/Dosen;7
M;55;2000000;5;4000000;2;Buruh;4
M;44;2500000;5;1800000;4;Pedagang;3
M;61;2500000;20;2300000;1;Buruh;1
F;83;500000;5;4600000;4;Guru/Dosen;4
F;99;3000000;10;1500000;5;Wirausaha;6
F;25;1400000;4;4600000;3;Pekerja Lepas;1
M;29;1600000;4;2300000;2;Guru/Dosen;1
M;99;3000000;3;3500000;0;Buruh;1
F;65;3000000;3;5000000;4;Pedagang;1
M;47;500000;10;4500000;4;Guru/Dosen;1
M;58;1000000;16;5000000;2;Pekerja Lepas;5
M;82;1800000;8;1800000;1;Pekerja Lepas;0
M;25;1600000;5;5000000;3;Buruh;5
F;80;500000;3;3500000;4;Pekerja Lepas;1
M;55;3000000;5;4400000;0;Buruh;1
M;45;1800000;6;4000000;1;Guru/Dosen;2
M;38;500000;6;4800000;0;Guru/Dosen;5
M;72;2500000;10;1500000;2;Guru/Dosen;6
M;45;1600000;10;5000000;0;Pedagang;6
M;82;500000;6;4800000;0;Pedagang;0
M;80;1200000;10;2500000;5;Guru/Dosen;1
M;83;1400000;4;1500000;1;Pedagang;7
M;95;3000000;3;3000000;5;Pekerja Lepas;0
M;46;500000;4;5000000;0;Pedagang;6
M;49;3000000;6;4000000;2;Wirausaha;5
M;28;1500000;10;5000000;3;Wirausaha;6
M;31;1200000;6;4400000;0;Buruh;5
M;71;1800000;4;3000000;2;Pedagang;3
F;67;1600000;10;5000000;5;Guru/Dosen;0
M;75;1200000;10;5000000;0;Pedagang;0
F;60;1200000;4;1800000;0;Buruh;3
F;98;1200000;5;1500000;0;Wirausaha;8
M;63;1200000;5;4000000;5;Wirausaha;0
M;64;1200000;3;4400000;4;Wirausaha;0
M;58;2000000;20;2500000;0;Guru/Dosen;6
F;48;1200000;16;5000000;5;Wirausaha;2
M;60;500000;6;2500000;0;Buruh;5
F;61;700000;12;4800000;5;Buruh;0
M;70;1600000;4;1500000;0;Buruh;2
M;21;1000000;10;4000000;3;Pekerja Lepas;2
M;26;1900000;4;4400000;3;Pedagang;3
F;79;1500000;10;1500000;2;Pekerja Lepas;6
F;58;500000;20;4800000;5;Pedagang;0
M;54;700000;6;4500000;4;Buruh;1
M;51;1200000;10;1200000;4;Pedagang;3
F;39;500000;12;4400000;0;Guru/Dosen;6
F;91;700000;10;3500000;5;Guru/Dosen;4
M;64;1900000;3;2000000;0;Wirausaha;5
M;81;1400000;6;4800000;3;Pedagang;1
F;42;1400000;6;4800000;2;Buruh;0
F;86;1200000;4;2300000;1;Pedagang;4
M;25;1200000;5;1500000;4;Pekerja Lepas;1
F;62;1200000;10;4500000;0;Pedagang;3
F;70;2500000;5;2500000;2;Wirausaha;2
M;87;500000;4;5000000;2;Pedagang;1
M;57;2000000;4;1800000;0;Buruh;3
M;27;1200000;5;4400000;2;Guru/Dosen;2
M;29;1800000;12;4800000;0;Pekerja Lepas;1
M;56;500000;12;3000000;1;Pedagang;1
M;84;1200000;3;4400000;0;Pekerja Lepas;8
F;22;3000000;20;5000000;0;Buruh;1
M;52;1800000;10;3500000;1;Pedagang;7
M;35;500000;6;4600000;0;Wirausaha;1
F;90;1000000;16;1500000;5;Pedagang;2
M;91;1200000;12;1500000;1;Pedagang;0
M;25;1500000;10;2300000;0;Wirausaha;6
M;84;500000;5;1800000;4;Pedagang;6
M;25;1200000;4;4800000;2;Guru/Dosen;4
F;70;2000000;5;4800000;3;Pedagang;2
M;86;1400000;4;4500000;3;Guru/Dosen;0
F;100;2000000;12;4800000;3;Wirausaha;2
F;30;1000000;4;4400000;4;Pedagang;1
M;42;1200000;20;4800000;3;Pedagang;4
F;67;1200000;5;3000000;2;Pedagang;3
M;95;500000;10;4600000;0;Wirausaha;5
F;48;1500000;3;2500000;5;Guru/Dosen;5
F;30;500000;3;5000000;1;Pedagang;3
M;37;500000;3;2300000;4;Pedagang;4
M;38;500000;5;1500000;2;Guru/Dosen;2
M;58;1200000;10;4600000;1;Pedagang;0
F;59;1400000;20;3000000;1;Wirausaha;6
M;40;1200000;5;5000000;3;Guru/Dosen;5
M;88;3000000;4;4800000;0;Wirausaha;7
F;60;1900000;8;1500000;5;Pedagang;3
F;80;2500000;6;1800000;0;Guru/Dosen;1
M;97;1500000;16;1200000;5;Buruh;1
M;48;1000000;6;3500000;5;Buruh;5
F;29;1000000;10;2300000;1;Pedagang;5
M;46;3000000;8;1200000;5;Pekerja Lepas;3
M;91;1200000;10;4800000;4;Pedagang;4
M;26;1400000;8;2000000;0;Pedagang;0
M;28;1900000;10;4600000;0;Pekerja Lepas;6
M;45;1400000;20;4400000;0;Pekerja Lepas;0
F;35;700000;4;1800000;4;Buruh;0
M;56;3000000;4;1500000;0;Wirausaha;6
F;79;1400000;6;4500000;0;Wirausaha;0
F;62;2000000;6;1800000;5;Pedagang;7
M;53;2500000;16;1800000;1;Pekerja Lepas;1
M;44;1000000;10;4800000;1;Pedagang;0
M;89;2000000;6;5000000;5;Buruh;4
M;66;500000;8;1500000;0;Wirausaha;4
M;88;1200000;4;1200000;0;Buruh;5
M;76;1000000;12;3500000;0;Guru/Dosen;5
M;22;500000;10;3500000;3;Pedagang;1
M;47;1200000;10;4800000;4;Pedagang;4
F;24;1500000;12;3500000;4;Wirausaha;7
M;48;2500000;12;1800000;4;Pedagang;7
F;22;500000;20;3000000;5;Pedagang;3
F;55;1000000;4;2300000;4;Pedagang;5
M;76;700000;3;4800000;0;Pedagang;6
M;99;1200000;8;1500000;3;Wirausaha;4
M;31;500000;5;4600000;5;Wirausaha;6
F;70;1800000;20;3500000;5;Buruh;2
M;97;1500000;16;4600000;4;Pedagang;7
F;30;1000000;4;2300000;4;Buruh;2
M;78;1200000;16;2500000;2;Pedagang;0
M;95;3000000;10;3500000;3;Pekerja Lepas;3
M;88;1200000;3;2300000;3;Buruh;1
M;90;1400000;16;4000000;4;Wirausaha;3
M;50;2500000;6;5000000;1;Pedagang;8
F;89;2000000;8;4400000;5;Guru/Dosen;5
M;94;2500000;10;1800000;0;Wirausaha;8
M;50;500000;16;4400000;2;Wirausaha;6
M;88;700000;12;3000000;4;Pedagang;1
F;91;3000000;12;4400000;2;Pekerja Lepas;2
M;46;2500000;12;1800000;4;Wirausaha;1
M;81;700000;6;1800000;3;Guru/Dosen;6
M;43;1200000;8;2500000;5;Wirausaha;2
F;48;2500000;4;1800000;3;Pedagang;2
M;23;1500000;5;2000000;5;Pekerja Lepas;6
F;27;1800000;10;2300000;1;Pedagang;0
F;66;700000;12;4400000;4;Guru/Dosen;0
M;45;2500000;10;4000000;5;Guru/Dosen;6
M;64;1600000;12;1500000;2;Guru/Dosen;6
F;43;3000000;12;1500000;1;Pedagang;0
M;27;1800000;16;4500000;3;Guru/Dosen;8
M;70;1600000;4;5000000;0;Guru/Dosen;1
M;81;2000000;20;4000000;2;Pedagang;6
M;97;500000;10;2300000;5;Pedagang;2
M;49;1400000;4;1800000;5;Guru/Dosen;0
F;99;1500000;16;1800000;4;Guru/Dosen;1
M;66;700000;20;1500000;1;Pedagang;6
F;89;3000000;20;1500000;4;Pekerja Lepas;1
M;95;2000000;10;5000000;4;Guru/Dosen;7
M;66;1500000;6;4500000;0;Buruh;1
M;93;1900000;20;2500000;3;Guru/Dosen;3
M;64;1200000;12;3500000;2;Guru/Dosen;7
M;38;1500000;10;1200000;1;Buruh;4
M;48;1500000;4;4400000;0;Wirausaha;2
M;29;2500000;12;4400000;3;Wirausaha;5
M;28;700000;5;3000000;4;Wirausaha;5
F;65;2000000;4;4000000;3;Pedagang;0
F;44;700000;4;2000000;5;Wirausaha;2
M;42;3000000;6;2300000;0;Guru/Dosen;6
F;98;2000000;6;4500000;3;Pedagang;0
F;96;1900000;5;4000000;1;Pedagang;6
M;64;1200000;12;4600000;2;Pedagang;0
M;83;2000000;10;1800000;3;Wirausaha;0
M;67;1200000;12;4500000;5;Wirausaha;0
M;25;1800000;4;3000000;4;Buruh;6
M;44;1200000;4;1800000;1;Pedagang;0
M;44;1500000;10;4400000;3;Wirausaha;4
M;81;1400000;3;4600000;4;Pekerja Lepas;0
M;23;1600000;3;2000000;5;Wirausaha;4
M;45;1400000;12;2500000;3;Buruh;1
F;96;2000000;4;3500000;5;Pekerja Lepas;0
F;35;1500000;6;4000000;4;Guru/Dosen;4
M;97;1200000;10;5000000;2;Pedagang;3
M;88;1800000;16;2500000;2;Pedagang;1
M;33;1000000;12;2500000;2;Pekerja Lepas;1
M;99;1000000;4;1500000;2;Wirausaha;6
M;71;1400000;12;2300000;4;Buruh;2
M;40;1000000;12;1500000;0;Pekerja Lepas;4
M;23;2500000;4;2000000;4;Pedagang;0
F;54;2500000;16;2300000;1;Pekerja Lepas;1
F;95;3000000;16;2500000;2;Pekerja Lepas;1
M;54;1500000;4;5000000;5;Wirausaha;7
F;47;1800000;16;4600000;3;Buruh;0
M;44;1200000;5;4600000;3;Pedagang;1
F;38;500000;8;1200000;1;Buruh;4
F;83;700000;10;1800000;3;Pedagang;4
M;58;1200000;10;2500000;3;Pedagang;6
M;99;1200000;4;4400000;3;Guru/Dosen;2
M;25;500000;8;1500000;0;Pedagang;0
M;79;1400000;10;4500000;5;Pekerja Lepas;5
F;76;3000000;10;1500000;2;Guru/Dosen;7
M;74;1200000;20;4600000;3;Pedagang;2
M;28;1000000;6;1500000;0;Pekerja Lepas;0
F;27;1600000;10;2500000;5;Guru/Dosen;8
F;50;500000;6;2500000;5;Pedagang;0
F;46;1200000;10;4000000;3;Wirausaha;1
F;31;1200000;6;1500000;3;Pedagang;1
M;87;1800000;5;4500000;2;Pedagang;6
M;74;2000000;8;4400000;4;Wirausaha;1
M;38;1800000;16;4600000;5;Pekerja Lepas;6
F;51;1500000;8;1500000;4;Pekerja Lepas;6
M;28;500000;4;2500000;3;Pekerja Lepas;2
M;37;700000;20;1500000;0;Guru/Dosen;6
F;91;1900000;20;2500000;3;Buruh;6
M;87;1000000;5;2000000;2;Pekerja Lepas;2
F;32;2000000;16;1500000;1;Buruh;5
F;55;2500000;10;3000000;5;Pekerja Lepas;2
F;39;500000;20;5000000;4;Pekerja Lepas;5
M;80;2500000;4;4800000;3;Buruh;5
F;64;500000;16;1500000;2;Wirausaha;3
M;39;1500000;16;4500000;2;Pekerja Lepas;0
M;77;1000000;3;3500000;1;Guru/Dosen;4
M;46;2500000;4;4400000;3;Pedagang;5
F;33;1000000;4;4500000;4;Guru/Dosen;5
M;60;3000000;10;4800000;1;Pekerja Lepas;2
F;82;2500000;20;3500000;4;Pedagang;1
M;71;1600000;6;3500000;5;Buruh;0
M;67;1500000;4;3000000;1;Pedagang;1
F;34;3000000;16;4400000;0;Pedagang;6
M;38;1800000;3;2500000;5;Pedagang;5
F;58;1200000;4;1500000;4;Wirausaha;0
F;31;1200000;10;5000000;3;Buruh;5
F;99;1900000;5;4000000;4;Wirausaha;4
M;52;1200000;3;4400000;5;Wirausaha;1
M;97;700000;16;1800000;1;Guru/Dosen;5
F;84;1500000;3;4000000;1;Pekerja Lepas;1
M;41;1200000;20;4600000;3;Wirausaha;1
F;22;1500000;6;4800000;3;Pekerja Lepas;1
M;52;1200000;5;1200000;3;Wirausaha;0
M;73;1200000;8;1800000;2;Pedagang;3
M;60;1200000;5;2300000;0;Pekerja Lepas;0
M;61;3000000;10;3000000;0;Guru/Dosen;6
M;22;700000;5;5000000;3;Pedagang;0
M;84;700000;8;1800000;2;Guru/Dosen;8
F;29;1000000;16;4500000;3;Pedagang;1
M;53;500000;16;1200000;0;Pedagang;1
M;68;2000000;4;1800000;3;Pedagang;8
M;52;700000;8;3500000;3;Pedagang;0
F;56;500000;10;4800000;1;Wirausaha;6
F;32;1000000;12;1800000;5;Pedagang;6
M;35;1200000;4;5000000;4;Guru/Dosen;7
M;40;1200000;4;3500000;1;Buruh;5
M;64;1900000;20;1200000;3;Pedagang;3
M;59;700000;4;1800000;4;Guru/Dosen;5
M;93;700000;6;2300000;0;Guru/Dosen;1
F;82;1500000;3;3000000;0;Pedagang;6
M;38;500000;12;4800000;5;Buruh;4
F;54;3000000;20;4400000;5;Pedagang;1
F;70;1200000;10;4800000;0;Pedagang;0
M;81;700000;20;4800000;4;Wirausaha;0
M;92;700000;20;2500000;4;Pedagang;3
F;59;1200000;6;4400000;3;Buruh;8
M;60;1900000;5;2500000;5;Pedagang;5
F;53;2000000;12;3000000;0;Pedagang;5
M;28;1800000;10;4400000;4;Guru/Dosen;6
F;74;2500000;6;4400000;2;Pedagang;3
M;77;1200000;6;5000000;1;Guru/Dosen;5
F;65;1500000;12;4600000;4;Guru/Dosen;6
M;92;2500000;4;1500000;0;Buruh;1
M;48;3000000;4;3000000;4;Wirausaha;4
M;91;2000000;12;2500000;4;Pedagang;6
M;52;1400000;20;2300000;1;Pekerja Lepas;3
F;66;1800000;6;3500000;2;Wirausaha;4
M;100;1200000;6;5000000;1;Wirausaha;0
F;41;2500000;10;1800000;5;Buruh;4
M;99;1200000;12;3500000;0;Pedagang;8
F;65;1000000;4;4800000;0;Buruh;8
M;74;500000;8;3000000;0;Pedagang;7
M;44;2500000;4;4500000;0;Wirausaha;7
M;89;1200000;4;4600000;2;Wirausaha;2
M;74;1200000;5;4500000;4;Pekerja Lepas;3
M;27;2000000;10;3000000;4;Pedagang;7
M;42;500000;8;4800000;3;Pedagang;1
F;81;1900000;4;4800000;0;Pedagang;8
M;88;1900000;20;4800000;0;Guru/Dosen;7
M;76;500000;5;1200000;3;Pedagang;6
M;28;500000;8;2000000;3;Pedagang;1
F;51;2000000;10;2300000;3;Guru/Dosen;5
F;87;1800000;20;1800000;3;Pekerja Lepas;7
M;98;1200000;4;3500000;5;Pedagang;6
M;37;500000;16;4400000;0;Guru/Dosen;0
F;85;1200000;5;2500000;3;Guru/Dosen;4
F;77;1200000;3;3000000;3;Wirausaha;2
M;93;1200000;20;1200000;5;Pedagang;1
M;75;2500000;16;2300000;2;Pedagang;1
F;25;1900000;4;4800000;2;Pedagang;3
F;50;1200000;6;2000000;5;Pedagang;4
F;50;3000000;4;4500000;3;Guru/Dosen;8
F;77;3000000;20;4800000;0;Buruh;4
M;46;2000000;4;1200000;1;Buruh;6
M;52;3000000;16;2300000;1;Pekerja Lepas;5
F;88;1500000;20;3500000;5;Pedagang;6
M;29;1200000;10;4500000;1;Pedagang;3
F;73;500000;4;4600000;1;Pedagang;1
F;94;1000000;5;4000000;4;Pekerja Lepas;0
F;24;500000;3;4500000;2;Guru/Dosen;3
F;61;1800000;8;4600000;1;Buruh;3
M;90;1200000;4;3000000;3;Wirausaha;0
F;28;1500000;20;4600000;4;Buruh;5
F;90;1800000;10;1200000;3;Pedagang;7
M;65;1000000;10;4800000;0;Pedagang;6
M;60;700000;20;3000000;3;Wirausaha;5
M;70;3000000;5;1200000;0;Guru/Dosen;0
F;65;2500000;16;2500000;2;Pekerja Lepas;8
F;67;2000000;10;4000000;1;Buruh;1
M;67;500000;8;4600000;3;Pedagang;6
M;56;700000;5;4600000;1;Pedagang;0
F;57;1400000;12;4000000;5;Pedagang;0
F;85;1500000;20;1200000;1;Wirausaha;7
M;92;1900000;3;4500000;1;Wirausaha;1
M;22;700000;8;4500000;2;Wirausaha;4
F;51;3000000;10;1200000;5;Buruh;6
M;67;1600000;6;1800000;5;Pekerja Lepas;7
M;39;500000;16;2000000;3;Wirausaha;0
M;33;1200000;12;1200000;5;Buruh;7
M;90;3000000;4;1200000;5;Pedagang;7
M;92;700000;4;1500000;3;Pedagang;1
F;94;500000;8;2000000;5;Pekerja Lepas;3
M;44;500000;20;4500000;4;Pekerja Lepas;6
M;100;1200000;10;2300000;3;Buruh;5
M;88;1200000;10;2300000;4;Pedagang;4
M;78;1000000;12;1200000;2;Pedagang;1
M;86;3000000;4;4400000;1;Pedagang;5
M;54;1200000;10;1500000;3;Buruh;1
F;86;1000000;4;3000000;2;Guru/Dosen;3
M;61;1200000;16;4800000;1;Pedagang;5
M;55;1200000;20;5000000;5;Pedagang;6
M;68;500000;4;4600000;0;Wirausaha;1
M;34;1800000;3;2500000;5;Wirausaha;1
M;40;2500000;8;4600000;0;Guru/Dosen;0
F;56;1000000;4;4000000;4;Guru/Dosen;0
M;87;1200000;8;1200000;4;Wirausaha;2
M;94;700000;4;1200000;0;Guru/Dosen;6
M;78;1900000;5;1800000;4;Guru/Dosen;1
M;62;1900000;20;1200000;0;Guru/Dosen;6
M;88;500000;12;4000000;5;Pedagang;4
M;85;500000;10;3500000;0;Pedagang;5
F;94;1500000;5;5000000;2;Pedagang;3
F;83;3000000;5;4600000;3;Pedagang;3
F;49;1200000;12;4400000;5;Guru/Dosen;5
M;90;1000000;16;2000000;5;Pedagang;0
M;59;1200000;4;2000000;3;Wirausaha;4
M;42;500000;5;4800000;0;Pedagang;0
M;32;1000000;16;1800000;4;Pedagang;0
M;89;1200000;4;4400000;5;Buruh;6
F;82;1800000;16;1500000;0;Pekerja Lepas;5
M;65;1600000;4;4800000;5;Pekerja Lepas;2
M;55;2000000;5;4000000;5;Wirausaha;1
F;63;700000;6;3000000;4;Pekerja Lepas;0
M;55;1000000;12;1500000;5;Pedagang;3
F;42;1500000;20;1500000;1;Wirausaha;2
M;73;1200000;3;5000000;2;Buruh;8
M;42;1800000;10;3500000;0;Pedagang;8
M;46;500000;4;3000000;3;Guru/Dosen;3
M;51;1200000;16;3500000;0;Pedagang;0
M;68;1000000;8;5000000;3;Pedagang;2
F;32;2000000;4;4400000;1;Buruh;4
M;73;1000000;5;4400000;2;Pedagang;2
M;77;500000;3;4400000;0;Pedagang;4
M;45;3000000;10;1200000;1;Buruh;8
F;87;1000000;12;4000000;5;Pekerja Lepas;2
F;73;1600000;12;2500000;1;Guru/Dosen;1
M;82;1500000;20;2300000;2;Guru/Dosen;6
M;49;500000;8;4000000;2;Buruh;6
F;52;700000;3;3500000;3;Pedagang;1
M;81;1200000;8;4500000;4;Pekerja Lepas;4
M;37;1400000;20;4000000;4;Pedagang;0
F;41;1600000;16;1500000;0;Pedagang;4
M;69;500000;12;1500000;5;Guru/Dosen;0
M;44;1200000;8;2500000;2;Pekerja Lepas;2
M;25;1200000;20;1800000;5;Pedagang;1
F;45;500000;20;3500000;3;Pedagang;1
M;58;500000;10;1200000;1;Buruh;5
M;97;1200000;3;4500000;2;Pekerja Lepas;3
M;43;1500000;20;3000000;2;Wirausaha;4
M;60;700000;5;3500000;3;Pekerja Lepas;4
F;95;500000;16;4000000;0;Buruh;6
F;32;1400000;5;4800000;5;Pedagang;0
M;28;1200000;10;4000000;1;Pedagang;1
M;56;2000000;4;4400000;1;Wirausaha;6
M;35;500000;10;1200000;4;Pedagang;3
M;40;1500000;5;1200000;5;Pedagang;1
M;61;1000000;20;5000000;1;Wirausaha;6
M;31;1800000;4;1200000;0;Wirausaha;1
M;91;1200000;16;5000000;0;Guru/Dosen;0
M;48;2000000;10;2500000;5;Pekerja Lepas;1
F;24;1800000;4;4400000;0;Guru/Dosen;1
F;49;1200000;8;1800000;4;Buruh;3
F;98;1200000;10;2000000;2;Wirausaha;0
M;96;1600000;4;4800000;4;Pedagang;3
M;29;500000;3;1200000;0;Wirausaha;5
F;59;1800000;8;4500000;0;Guru/Dosen;1
F;29;1500000;4;2500000;4;Pekerja Lepas;6
M;70;1500000;10;1500000;3;Guru/Dosen;5
F;41;3000000;20;4800000;3;Guru/Dosen;0
M;31;1200000;8;4600000;3;Pekerja Lepas;7
M;39;1900000;10;5000000;4;Wirausaha;6
M;93;2000000;20;2300000;1;Buruh;7
F;22;700000;4;1500000;5;Pedagang;4
M;89;2000000;12;1800000;4;Guru/Dosen;0
F;79;700000;16;4500000;1;Pedagang;4
M;53;1500000;12;1200000;4;Pekerja Lepas;5
M;38;500000;8;4500000;4;Pekerja Lepas;0
F;55;2000000;6;4600000;0;Buruh;1
F;70;1500000;10;3500000;4;Pedagang;3
M;72;500000;5;1200000;1;Pekerja Lepas;1
M;69;1200000;4;4500000;0;Wirausaha;2
M;76;1200000;16;4800000;2;Pedagang;3
F;41;1200000;8;4600000;3;Pekerja Lepas;4
M;87;700000;5;4500000;2;Buruh;1
F;46;500000;6;3000000;2;Buruh;3
M;64;1800000;5;4800000;2;Pekerja Lepas;8
M;54;1500000;20;4600000;3;Pedagang;2
M;100;1900000;16;4400000;2;Pedagang;6
M;75;1000000;3;3000000;4;Pedagang;1
M;81;1600000;12;2000000;3;Pedagang;0
M;56;2000000;16;5000000;5;Wirausaha;0
M;28;500000;20;5000000;2;Wirausaha;0
M;97;1800000;16;4800000;5;Guru/Dosen;5
M;42;2500000;12;2000000;2;Buruh;0
M;68;1200000;3;4600000;1;Pekerja Lepas;1
M;100;700000;6;4400000;1;Pekerja Lepas;2
M;68;3000000;3;1500000;5;Wirausaha;5
M;88;1000000;8;4400000;0;Pedagang;6
F;57;3000000;4;1800000;4;Pedagang;2
M;86;700000;5;3000000;0;Buruh;4
M;78;3000000;3;2000000;5;Wirausaha;4
M;65;2000000;8;5000000;0;Pedagang;1
F;94;2000000;8;4800000;3;Pekerja Lepas;6
M;51;2000000;12;1500000;2;Pedagang;3
F;70;1600000;10;3000000;0;Pedagang;2
M;33;1400000;16;4400000;2;Pedagang;1
F;50;1200000;3;1500000;2;Guru/Dosen;1
M;31;1500000;3;3000000;2;Pedagang;0
M;94;1200000;8;2300000;0;Wirausaha;0
F;83;2500000;10;2300000;5;Pekerja Lepas;1
M;74;1200000;4;1500000;2;Pekerja Lepas;6
M;58;1500000;10;4500000;2;Pedagang;4
M;26;500000;10;4600000;2;Wirausaha;1
F;84;1800000;3;3500000;5;Pekerja Lepas;4
F;52;1200000;20;4500000;4;Pekerja Lepas;1
M;98;500000;4;2300000;1;Pedagang;5
M;48;2500000;12;2500000;4;Pedagang;0
M;53;1500000;8;1200000;5;Wirausaha;6
F;61;1800000;3;2300000;3;Pedagang;0
M;86;1400000;4;4800000;4;Pedagang;1
M;68;1600000;10;4600000;4;Buruh;2
M;79;1400000;20;1500000;2;Guru/Dosen;6
M;56;500000;6;5000000;0;Pedagang;1
F;68;1200000;20;4500000;2;Pedagang;8
M;37;500000;5;1800000;5;Pedagang;6
M;83;1000000;10;2300000;2;Pedagang;4
F;53;1900000;12;1200000;4;Wirausaha;6
M;77;2000000;4;3500000;4;Pedagang;2
M;30;500000;4;4600000;1;Buruh;4
M;58;1900000;16;3500000;5;Pedagang;1
F;31;1800000;5;4400000;4;Buruh;2
M;88;1800000;10;4000000;2;Pedagang;6
M;38;2000000;16;4500000;3;Pedagang;3
M;77;2500000;8;4400000;3;Buruh;3
F;40;2500000;5;2500000;5;Wirausaha;0
M;47;500000;3;5000000;3;Wirausaha;3
M;91;1900000;4;2000000;0;Wirausaha;7
M;50;1500000;3;1500000;2;Pedagang;0
F;43;1600000;16;5000000;1;Pedagang;6
M;30;1500000;8;1800000;0;Pekerja Lepas;6
M;42;1400000;4;4500000;4;Pekerja Lepas;3
M;90;1900000;3;2300000;3;Pedagang;6
M;51;1600000;20;4000000;5;Guru/Dosen;7
F;79;700000;5;2000000;0;Guru/Dosen;1
M;87;1200000;8;2300000;2;Pedagang;3
M;79;2500000;10;1200000;5;Wirausaha;6
F;42;1200000;10;1200000;1;Guru/Dosen;0
M;40;1900000;5;4800000;0;Pekerja Lepas;8
F;88;1800000;4;3500000;4;Pedagang;5
M;49;1200000;12;1200000;4;Wirausaha;5
M;69;1600000;10;5000000;4;Pedagang;4
F;22;1400000;16;1500000;2;Pedagang;3
M;81;1500000;10;2000000;4;Pedagang;1
M;39;1600000;5;3000000;5;Wirausaha;2
F;78;700000;20;2300000;1;Guru/Dosen;0
M;43;1800000;10;2300000;2;Pekerja Lepas;2
F;83;500000;10;4400000;0;Pekerja Lepas;5
F;71;1200000;6;4400000;0;Pedagang;1
M;54;1800000;16;3000000;4;Wirausaha;3
M;32;1500000;8;2300000;4;Buruh;1
M;89;1200000;20;2000000;4;Pedagang;7
F;82;1600000;10;3500000;1;Wirausaha;2
F;79;1200000;12;3500000;5;Pekerja Lepas;1
F;63;1200000;6;3500000;0;Guru/Dosen;1
M;76;2500000;20;4000000;4;Pedagang;2
M;93;1000000;16;1500000;0;Wirausaha;4
F;89;500000;8;1800000;2;Pedagang;2
M;96;2500000;8;3000000;1;Pekerja Lepas;5
M;48;1000000;16;3000000;2;Buruh;6
M;37;500000;5;2500000;0;Buruh;1
F;26;1500000;20;2500000;3;Pekerja Lepas;3
M;23;700000;20;3500000;3;Pedagang;2
M;36;1200000;5;2300000;3;Guru/Dosen;6
F;93;1200000;3;1800000;2;Buruh;6
F;46;1200000;6;2300000;3;Guru/Dosen;7
F;80;3000000;8;1500000;3;Pedagang;7
F;26;1400000;10;3500000;3;Guru/Dosen;1
F;35;1200000;4;4600000;5;Pekerja Lepas;7
M;20;700000;5;5000000;4;Buruh;4
M;69;700000;4;4800000;4;Buruh;3
F;67;1500000;5;4800000;3;Wirausaha;4
M;45;1200000;16;4000000;2;Pekerja Lepas;4
M;75;2000000;5;4500000;1;Pedagang;1
M;71;500000;6;4600000;3;Buruh;6
M;30;500000;16;3000000;5;Guru/Dosen;1
M;20;1400000;10;1500000;2;Pekerja Lepas;1
F;47;700000;20;1200000;2;Pedagang;1
F;26;500000;16;1500000;0;Wirausaha;4
M;31;1400000;16;4000000;4;Pedagang;2
M;91;3000000;5;4500000;0;Wirausaha;0
M;59;2500000;20;2500000;3;Wirausaha;4
