;approval;gender;usia;pinjaman;tenor;pemasukan;tanggungan;pekerjaan;donasi
1892;Y;F;34;1600000;10;4600000;2;Pekerja Lepas;5
1893;N;M;30;1500000;10;2000000;4;Pekerja Lepas;0
1894;Y;F;27;2500000;20;4400000;3;Pedagang;1
1895;Y;F;64;500000;6;2300000;1;Pekerja Lepas;1
1896;N;M;78;1600000;10;1800000;4;Guru/Dosen;0
1897;Y;M;26;2500000;20;4500000;1;Pekerja Lepas;1
1898;N;M;93;1000000;4;5000000;3;Guru/Dosen;7
1899;N;F;76;1900000;3;4500000;2;Guru/Dosen;4
1900;Y;M;25;1800000;5;4800000;3;Wirausaha;4
1901;N;M;55;500000;5;1800000;0;Buruh;2
1902;N;M;98;1200000;4;4600000;1;Buruh;4
1903;Y;M;69;1200000;20;2500000;5;Pedagang;4
1904;N;F;22;1500000;5;2000000;5;Pedagang;6
1905;N;F;79;1600000;10;4500000;3;Guru/Dosen;4
1906;Y;M;27;500000;8;3000000;3;Pedagang;4
1907;Y;M;43;1600000;20;5000000;1;Guru/Dosen;1
1908;Y;F;38;2000000;3;2300000;0;Pedagang;1
1909;Y;M;56;1400000;3;4500000;5;Wirausaha;1
1910;Y;F;97;1500000;4;4500000;5;Pedagang;3
1911;Y;F;37;2500000;5;4500000;4;Pedagang;4
1912;Y;M;37;3000000;10;3500000;5;Wirausaha;5
1913;N;M;33;2000000;8;2000000;0;Guru/Dosen;2
1914;N;F;47;1200000;4;1200000;4;Wirausaha;5
1915;N;M;39;1400000;10;3500000;1;Buruh;1
1916;N;M;34;500000;16;1800000;1;Pekerja Lepas;6
1917;Y;F;75;1200000;8;5000000;0;Pedagang;0
1918;N;M;84;3000000;3;2300000;4;Buruh;6
1919;N;M;96;1200000;10;4500000;3;Guru/Dosen;0
1920;Y;F;59;1500000;4;4800000;5;Pedagang;0
1921;Y;M;79;1800000;5;5000000;4;Wirausaha;0
1922;N;M;87;1600000;16;1800000;0;Pekerja Lepas;3
1923;N;M;88;2500000;10;1200000;4;Pedagang;6
1924;Y;F;32;1400000;10;3500000;3;Pedagang;6
1925;N;M;58;1000000;16;1800000;3;Pedagang;3
1926;N;M;43;2000000;6;1200000;3;Pedagang;1
1927;N;M;86;1500000;10;4500000;0;Buruh;4
1928;N;M;57;1900000;12;1800000;5;Buruh;0
1929;N;M;45;2500000;8;3000000;5;Guru/Dosen;1
1930;Y;F;24;500000;12;4000000;0;Pedagang;0
1931;N;M;69;1200000;4;2500000;0;Buruh;2
1932;N;F;96;500000;12;2000000;4;Pekerja Lepas;0
1933;N;F;69;1200000;12;1200000;5;Pedagang;0
1934;Y;M;91;500000;3;4600000;2;Wirausaha;0
1935;Y;M;26;1900000;12;3500000;5;Pekerja Lepas;1
1936;Y;M;99;1900000;8;4600000;3;Pedagang;4
1937;Y;M;62;2000000;5;2500000;2;Pedagang;5
1938;Y;F;59;1800000;10;4600000;3;Pedagang;0
1939;Y;M;29;1000000;5;4500000;0;Pedagang;5
1940;N;F;76;1800000;10;2000000;3;Pekerja Lepas;3
1941;N;M;76;1000000;8;4800000;0;Buruh;4
1942;N;M;35;1900000;12;2300000;5;Guru/Dosen;0
1943;N;M;75;1500000;10;3000000;3;Buruh;6
1944;Y;M;76;3000000;6;3500000;1;Pedagang;0
1945;Y;M;41;3000000;16;2300000;2;Pedagang;5
1946;Y;M;69;1200000;3;4800000;1;Wirausaha;3
1947;Y;F;21;1200000;16;5000000;0;Buruh;3
1948;Y;F;85;1000000;10;4000000;3;Pedagang;3
1949;Y;M;21;700000;12;4800000;2;Pedagang;5
1950;N;M;25;1000000;8;4600000;5;Guru/Dosen;0
1951;Y;M;74;1400000;4;5000000;3;Wirausaha;7
1952;Y;M;91;500000;5;4600000;5;Wirausaha;4
1953;Y;M;83;1000000;8;5000000;5;Wirausaha;5
1954;Y;F;71;1200000;20;2300000;3;Pedagang;5
1955;N;M;27;3000000;16;1500000;5;Pedagang;2
1956;N;M;20;1900000;4;4000000;5;Buruh;0
1957;Y;M;93;1500000;6;3000000;3;Pekerja Lepas;0
1958;N;F;79;3000000;3;3500000;2;Buruh;8
1959;Y;M;60;700000;10;5000000;2;Guru/Dosen;6
1960;N;M;76;500000;8;1500000;5;Pedagang;1
1961;N;M;32;2500000;10;2300000;3;Buruh;1
1962;N;F;95;500000;4;3000000;3;Guru/Dosen;4
1963;Y;M;43;2000000;6;4800000;5;Pedagang;1
1964;Y;M;31;500000;4;2300000;0;Pekerja Lepas;1
1965;N;F;22;500000;16;1200000;1;Buruh;5
1966;N;M;40;1200000;4;1800000;4;Pedagang;2
1967;N;F;79;1400000;8;1200000;2;Guru/Dosen;5
1968;N;F;27;2000000;12;1200000;1;Buruh;2
1969;Y;M;73;1200000;10;3500000;0;Wirausaha;2
1970;N;M;72;3000000;16;2300000;2;Buruh;3
1971;N;F;53;1900000;12;1500000;1;Pekerja Lepas;5
1972;N;F;76;1500000;10;4800000;3;Guru/Dosen;5
1973;N;F;83;1500000;20;1500000;3;Buruh;7
1974;Y;F;49;500000;5;4600000;1;Pekerja Lepas;3
1975;N;M;20;1600000;10;4500000;1;Guru/Dosen;5
1976;Y;F;100;1000000;8;4400000;3;Pekerja Lepas;5
1977;Y;M;25;1200000;6;4800000;4;Wirausaha;1
1978;N;M;27;500000;4;2000000;4;Guru/Dosen;5
1979;N;M;49;1400000;8;2000000;2;Wirausaha;0
1980;Y;F;57;1200000;20;3000000;3;Wirausaha;6
1981;Y;F;56;1200000;5;4600000;5;Wirausaha;6
1982;Y;M;24;1600000;4;4000000;0;Pedagang;2
1983;N;M;81;1200000;12;5000000;5;Buruh;0
1984;Y;M;27;1800000;3;4800000;0;Guru/Dosen;0
1985;N;M;34;1000000;8;1800000;3;Pekerja Lepas;5
1986;N;M;85;3000000;3;2000000;3;Buruh;8
1987;N;M;50;1200000;8;1200000;4;Pedagang;5
1988;Y;F;27;1200000;5;4000000;5;Pekerja Lepas;6
1989;Y;F;54;1600000;4;5000000;3;Pekerja Lepas;4
1990;Y;M;85;1200000;16;4600000;0;Pedagang;6
1991;N;M;31;1600000;4;4500000;1;Buruh;1
1992;N;F;24;500000;8;1800000;4;Buruh;4
1993;Y;M;84;1900000;10;3500000;0;Pekerja Lepas;4
1994;Y;M;58;1200000;12;4000000;0;Pedagang;6
1995;N;M;41;2500000;8;1800000;0;Pedagang;8
1996;N;M;84;1800000;6;1500000;5;Pedagang;0
1997;N;F;71;2000000;6;4000000;4;Guru/Dosen;5
1998;N;F;71;1600000;5;2000000;2;Wirausaha;3
1999;N;M;22;1200000;20;1500000;0;Pedagang;1
2000;N;M;20;1200000;20;1200000;0;Wirausaha;1
2001;N;F;62;3000000;4;1800000;0;Guru/Dosen;2
2002;Y;M;50;1000000;12;4400000;2;Wirausaha;0
2003;Y;M;68;1800000;20;2500000;0;Pedagang;0
2004;N;F;49;2500000;6;1500000;0;Buruh;3
2005;N;M;100;700000;10;4400000;4;Buruh;3
2006;Y;M;38;500000;16;5000000;5;Pedagang;3
2007;N;M;42;700000;12;3500000;1;Buruh;0
2008;Y;F;33;1600000;6;3000000;3;Wirausaha;6
2009;Y;M;95;1200000;10;2300000;0;Pedagang;1
2010;Y;M;65;1500000;6;4800000;3;Pekerja Lepas;0
2011;Y;M;52;3000000;5;4400000;5;Pekerja Lepas;0
2012;N;M;26;700000;5;1200000;2;Buruh;8
2013;N;F;43;1200000;4;1200000;5;Pedagang;4
2014;Y;F;58;1800000;3;4400000;3;Pedagang;0
2015;N;M;84;1900000;10;4600000;1;Guru/Dosen;0
2016;Y;F;20;1800000;5;4000000;1;Pedagang;1
2017;N;M;67;2500000;4;4800000;4;Guru/Dosen;7
2018;Y;M;95;2500000;10;4400000;1;Wirausaha;1
2019;Y;F;32;1800000;4;4500000;1;Buruh;6
2020;N;M;20;1200000;8;1500000;3;Pedagang;1
2021;Y;M;57;1600000;4;4800000;0;Wirausaha;0
2022;Y;F;59;700000;3;4600000;0;Buruh;7
2023;Y;F;62;3000000;10;4800000;4;Pedagang;1
2024;Y;F;71;1200000;10;3500000;5;Pekerja Lepas;1
2025;N;M;94;500000;10;4600000;5;Guru/Dosen;0
2026;Y;M;20;500000;5;4400000;0;Pedagang;3
2027;Y;M;55;1200000;3;4000000;1;Buruh;6
2028;Y;F;63;1200000;4;4500000;1;Buruh;3
2029;N;F;76;1200000;20;3000000;5;Buruh;6
2030;Y;M;70;700000;20;2500000;4;Wirausaha;1
2031;N;M;77;1800000;10;1500000;4;Pedagang;1
2032;Y;M;23;1200000;6;4400000;4;Buruh;6
2033;Y;M;38;500000;12;4500000;1;Pedagang;6
2034;Y;M;89;1000000;8;4400000;2;Pekerja Lepas;4
2035;N;F;52;1200000;10;2000000;2;Guru/Dosen;0
2036;Y;M;47;1400000;8;4400000;5;Pekerja Lepas;2
2037;Y;M;47;700000;16;4000000;3;Pedagang;3
2038;Y;F;75;1600000;12;4600000;4;Wirausaha;1
2039;Y;F;34;500000;3;4000000;3;Guru/Dosen;6
2040;Y;M;21;1200000;10;3000000;0;Pedagang;6
2041;N;M;69;1000000;12;1500000;0;Pedagang;1
2042;Y;F;47;1900000;5;4400000;4;Wirausaha;3
2043;Y;M;36;1200000;10;5000000;1;Pedagang;4
2044;N;M;25;500000;4;1500000;3;Pekerja Lepas;0
2045;N;M;90;1400000;8;3500000;1;Guru/Dosen;0
2046;N;M;74;2000000;12;4000000;3;Buruh;2
2047;Y;M;79;1900000;12;2500000;5;Pekerja Lepas;0
2048;N;F;86;2000000;5;4500000;0;Guru/Dosen;3
2049;N;F;56;2500000;4;1800000;4;Wirausaha;4
2050;Y;F;94;1500000;16;4500000;5;Wirausaha;0
2051;N;M;77;1200000;16;1500000;2;Pekerja Lepas;1
2052;N;M;70;1500000;10;4500000;2;Buruh;2
2053;N;F;80;3000000;12;3500000;3;Guru/Dosen;1
2054;N;F;81;1200000;4;1800000;3;Pekerja Lepas;3
2055;Y;M;61;500000;6;3000000;1;Wirausaha;0
2056;N;M;24;700000;4;1800000;2;Pekerja Lepas;6
2057;N;M;35;1200000;8;1200000;3;Wirausaha;8
2058;Y;M;23;1200000;4;5000000;0;Pedagang;1
2059;Y;M;95;2000000;6;4000000;1;Pekerja Lepas;0
2060;Y;M;25;1600000;10;3000000;2;Pedagang;1
2061;Y;M;35;1500000;16;2300000;3;Pekerja Lepas;3
2062;N;F;40;1800000;3;1800000;0;Guru/Dosen;5
2063;N;M;35;2500000;6;3000000;1;Buruh;0
2064;Y;M;21;1200000;12;4800000;2;Pekerja Lepas;8
2065;N;M;32;1600000;4;4600000;4;Guru/Dosen;1
2066;N;M;94;1200000;3;3500000;4;Guru/Dosen;0
2067;N;M;40;1400000;4;1800000;0;Guru/Dosen;1
2068;Y;M;72;1400000;6;4600000;4;Pekerja Lepas;7
2069;N;M;86;2500000;10;1500000;0;Pedagang;0
2070;Y;F;81;500000;4;4500000;0;Pedagang;6
2071;N;F;46;1900000;4;1500000;1;Guru/Dosen;8
2072;N;F;58;1000000;8;4800000;4;Guru/Dosen;3
2073;Y;F;38;3000000;5;2500000;1;Pedagang;7
2074;N;F;73;1800000;8;2000000;0;Pedagang;4
2075;N;F;38;1200000;12;5000000;4;Buruh;0
2076;N;F;43;500000;10;1200000;1;Pedagang;5
2077;N;M;98;1200000;16;3500000;1;Guru/Dosen;4
2078;N;F;95;1900000;12;4500000;3;Guru/Dosen;3
2079;N;F;85;1400000;3;1200000;2;Pedagang;4
2080;Y;M;52;2000000;16;4600000;1;Wirausaha;6
2081;Y;M;56;1400000;8;2500000;3;Pedagang;2
2082;Y;F;24;1400000;10;2300000;4;Pedagang;1
2083;Y;M;32;2000000;12;5000000;4;Pedagang;8
2084;Y;M;86;1800000;10;3000000;3;Pedagang;4
2085;Y;M;65;1200000;20;4000000;0;Pedagang;6
2086;Y;M;37;1200000;3;2300000;0;Pedagang;2
2087;Y;M;25;2000000;10;2300000;0;Pedagang;2
2088;N;M;31;1000000;3;4000000;5;Buruh;1
2089;N;M;39;1200000;4;1500000;2;Pekerja Lepas;1
2090;N;M;87;500000;4;1800000;4;Wirausaha;6
2091;N;M;23;3000000;6;1500000;2;Pekerja Lepas;1
2092;Y;M;76;3000000;16;3000000;1;Pedagang;6
2093;N;F;41;500000;5;1500000;1;Pedagang;8
2094;N;M;48;700000;4;1800000;4;Pedagang;3
2095;Y;M;87;700000;10;2300000;4;Wirausaha;6
2096;Y;M;42;2000000;4;4800000;1;Pedagang;1
2097;Y;M;37;1800000;4;4500000;1;Pekerja Lepas;6
2098;Y;M;26;500000;4;4800000;1;Pekerja Lepas;1
2099;Y;M;79;500000;16;3500000;1;Pekerja Lepas;0
2100;Y;M;84;1000000;10;3500000;2;Pedagang;6
2101;Y;F;96;1800000;6;3500000;4;Wirausaha;0
2102;Y;F;53;1800000;4;3000000;0;Pedagang;5
2103;Y;F;30;1500000;8;4000000;0;Wirausaha;8
2104;N;M;36;1800000;12;1500000;5;Pekerja Lepas;1
2105;Y;F;26;1200000;4;4800000;0;Pekerja Lepas;0
2106;Y;M;70;1600000;8;3500000;4;Pedagang;6
2107;Y;M;31;1800000;12;4500000;3;Pekerja Lepas;0
2108;Y;M;67;1500000;10;2500000;1;Pedagang;5
2109;Y;M;71;1800000;4;3500000;3;Pekerja Lepas;3
2110;Y;M;63;500000;6;5000000;4;Wirausaha;6
2111;N;M;88;3000000;16;2000000;3;Wirausaha;6
2112;Y;F;87;500000;8;4800000;4;Pekerja Lepas;7
2113;Y;M;76;2500000;3;2500000;3;Pekerja Lepas;1
2114;N;M;42;1600000;20;4000000;2;Guru/Dosen;1
2115;Y;F;20;3000000;4;3000000;1;Wirausaha;0
2116;Y;M;86;500000;10;4600000;1;Pedagang;1
2117;Y;M;57;1000000;3;5000000;1;Pedagang;2
2118;Y;F;45;1800000;10;4600000;0;Pedagang;4
2119;N;M;41;700000;5;4600000;2;Buruh;1
2120;N;M;94;1400000;8;2300000;0;Buruh;0
2121;Y;F;73;1200000;4;3000000;1;Pedagang;2
2122;Y;M;43;1400000;10;2300000;1;Pedagang;6
2123;Y;M;48;1200000;8;4800000;1;Pekerja Lepas;1
2124;Y;M;98;2000000;4;3500000;0;Pedagang;0
2125;N;M;82;1400000;10;1800000;4;Guru/Dosen;0
2126;Y;M;85;1900000;10;3000000;2;Pedagang;7
2127;N;M;86;1800000;5;4800000;2;Guru/Dosen;5
2128;Y;M;87;500000;12;4000000;0;Pedagang;3
2129;Y;M;69;1200000;3;4500000;4;Pedagang;1
2130;Y;M;55;500000;6;4500000;4;Pedagang;0
2131;Y;M;22;1400000;3;2500000;4;Pekerja Lepas;6
2132;Y;M;84;700000;8;2300000;3;Pedagang;7
2133;Y;M;53;1600000;20;4000000;3;Wirausaha;8
2134;Y;M;60;1600000;10;2500000;1;Wirausaha;0
2135;Y;M;97;2500000;4;2500000;5;Pedagang;0
2136;N;M;78;1200000;6;4600000;1;Guru/Dosen;3
2137;N;F;41;1600000;12;2000000;3;Buruh;6
2138;Y;M;68;700000;10;2300000;4;Wirausaha;7
2139;Y;M;55;1500000;20;4000000;5;Pedagang;0
2140;N;M;69;1500000;8;1200000;1;Buruh;5
2141;N;M;65;1400000;10;4500000;4;Guru/Dosen;8
2142;Y;M;53;1800000;16;3000000;0;Wirausaha;5
2143;N;M;53;700000;10;3500000;5;Guru/Dosen;0
2144;N;M;38;1000000;4;3500000;5;Guru/Dosen;4
2145;Y;M;97;500000;6;4000000;3;Pedagang;6
2146;Y;M;55;500000;10;3500000;2;Pekerja Lepas;2
2147;Y;F;64;1600000;16;4000000;1;Pedagang;7
2148;N;M;82;2000000;20;4600000;4;Buruh;7
2149;Y;F;32;1200000;5;4800000;2;Pedagang;3
2150;Y;M;23;1200000;4;4800000;1;Pedagang;1
2151;Y;F;38;1500000;8;2500000;3;Pedagang;6
2152;Y;M;48;3000000;4;4400000;0;Wirausaha;6
2153;N;M;35;500000;6;1800000;4;Wirausaha;1
2154;Y;M;53;1200000;3;4400000;0;Wirausaha;1
2155;Y;M;23;1400000;10;4000000;4;Pedagang;1
2156;N;M;100;1500000;4;1800000;4;Pedagang;0
2157;N;F;43;3000000;16;4800000;5;Guru/Dosen;3
2158;N;F;48;1500000;4;1800000;5;Buruh;1
2159;N;F;56;1800000;16;1800000;4;Wirausaha;1
2160;N;F;56;700000;20;5000000;3;Guru/Dosen;1
2161;N;M;100;1200000;5;1500000;1;Guru/Dosen;1
2162;N;M;63;1600000;10;1200000;4;Pedagang;2
2163;Y;F;54;1500000;12;4800000;4;Wirausaha;2
2164;Y;M;67;3000000;4;2500000;5;Pedagang;8
2165;Y;M;62;1500000;8;4800000;2;Wirausaha;3
2166;Y;M;63;1900000;8;3500000;4;Wirausaha;4
2167;Y;M;65;1200000;4;4800000;3;Pekerja Lepas;7
2168;N;M;100;1200000;6;2000000;2;Pedagang;2
2169;Y;M;89;1900000;10;2500000;4;Pekerja Lepas;5
2170;Y;F;75;3000000;20;4400000;1;Wirausaha;8
2171;Y;F;59;1500000;4;4600000;3;Pedagang;3
2172;Y;F;31;500000;4;4400000;3;Pekerja Lepas;5
2173;N;F;90;1400000;8;2500000;3;Buruh;4
2174;Y;M;39;1600000;4;5000000;0;Pedagang;7
2175;N;F;46;1500000;4;3500000;3;Buruh;1
2176;N;F;80;1400000;4;4600000;5;Buruh;5
2177;Y;M;30;1500000;6;4600000;2;Buruh;6
2178;N;M;58;2000000;8;1500000;4;Buruh;6
2179;N;M;80;2000000;16;1500000;0;Wirausaha;5
2180;Y;F;80;1500000;4;4600000;4;Pekerja Lepas;3
2181;N;M;69;500000;12;1200000;4;Pedagang;0
2182;N;F;87;1000000;8;2500000;0;Buruh;1
2183;Y;M;28;2500000;20;4500000;0;Pekerja Lepas;1
2184;Y;F;51;1200000;5;4400000;2;Wirausaha;6
2185;Y;M;45;1000000;8;5000000;5;Pekerja Lepas;6
2186;Y;M;98;1200000;4;4800000;4;Pedagang;0
2187;Y;F;96;1400000;10;3000000;2;Pedagang;2
2188;Y;F;31;500000;6;4500000;0;Buruh;0
2189;Y;M;91;3000000;10;4000000;1;Pedagang;7
2190;Y;F;92;1400000;20;4400000;2;Pedagang;0
2191;Y;M;67;500000;4;5000000;2;Wirausaha;1
2192;Y;F;55;1800000;4;3000000;1;Pekerja Lepas;3
2193;N;M;43;3000000;20;2500000;0;Guru/Dosen;1
2194;N;F;53;1200000;4;1200000;1;Buruh;1
2195;N;M;54;2000000;16;1800000;3;Guru/Dosen;6
2196;N;F;41;1200000;12;2000000;3;Pedagang;0
2197;N;M;25;1200000;8;1500000;3;Pekerja Lepas;1
2198;N;F;37;2500000;10;1500000;1;Wirausaha;2
2199;N;F;20;700000;4;1800000;5;Pedagang;0
2200;N;F;89;1800000;8;3500000;2;Guru/Dosen;7
2201;N;F;30;2500000;20;1800000;5;Wirausaha;0
2202;Y;M;32;1900000;4;4600000;5;Pedagang;1
2203;Y;M;85;1800000;20;4800000;2;Pedagang;8
2204;N;M;81;1400000;8;1500000;1;Buruh;1
2205;N;F;46;3000000;4;1200000;4;Pedagang;1
2206;Y;M;56;500000;4;2300000;1;Pedagang;0
2207;N;F;24;1000000;8;2300000;5;Buruh;2
2208;N;F;90;1500000;6;2300000;1;Buruh;0
2209;N;F;83;2500000;3;3500000;5;Guru/Dosen;6
2210;N;M;71;500000;4;1500000;1;Pekerja Lepas;2
2211;Y;F;72;500000;6;4400000;4;Pekerja Lepas;1
2212;N;M;99;1800000;12;1200000;0;Buruh;2
2213;N;M;93;2000000;4;4500000;3;Buruh;1
2214;N;M;86;1200000;8;1500000;0;Pedagang;1
2215;Y;M;63;700000;4;4000000;3;Wirausaha;1
2216;Y;F;97;2500000;6;5000000;0;Wirausaha;6
2217;N;F;75;2000000;10;1200000;4;Wirausaha;6
2218;N;M;24;500000;20;1500000;2;Wirausaha;0
2219;N;M;68;2000000;10;4800000;4;Guru/Dosen;5
2220;N;M;40;1200000;10;1800000;4;Pekerja Lepas;4
2221;Y;F;41;1600000;6;5000000;0;Pedagang;1
2222;N;M;51;1000000;10;1500000;4;Buruh;2
2223;Y;F;73;2500000;12;3500000;4;Pekerja Lepas;7
2224;N;F;77;1400000;10;1500000;4;Pekerja Lepas;2
2225;Y;F;66;1200000;8;4500000;0;Wirausaha;2
2226;Y;M;91;1200000;5;4400000;0;Pekerja Lepas;0
2227;Y;M;73;500000;20;2500000;0;Pedagang;1
2228;Y;M;35;1200000;5;2300000;2;Buruh;6
2229;Y;M;51;1000000;16;2300000;3;Wirausaha;1
2230;Y;F;98;2500000;4;2300000;4;Pedagang;4
2231;Y;F;35;1500000;8;3500000;1;Guru/Dosen;0
2232;N;F;58;1500000;20;1800000;1;Wirausaha;6
2233;Y;M;47;500000;12;2500000;1;Wirausaha;6
2234;Y;F;22;500000;10;4400000;3;Wirausaha;5
2235;Y;M;29;1900000;6;4000000;0;Pedagang;3
2236;Y;M;54;500000;5;4400000;5;Buruh;7
2237;N;F;76;1500000;12;1200000;3;Pedagang;6
2238;Y;M;24;1900000;6;3500000;1;Wirausaha;1
2239;N;M;36;500000;6;1200000;1;Pedagang;6
2240;Y;M;38;1200000;20;4500000;4;Pekerja Lepas;1
2241;N;F;100;1500000;10;1800000;2;Pedagang;7
2242;Y;M;20;500000;10;2500000;3;Pekerja Lepas;6
2243;N;M;46;1000000;12;1800000;5;Wirausaha;3
2244;Y;M;68;500000;8;4400000;4;Pedagang;6
2245;Y;M;41;2500000;16;4600000;0;Pedagang;1
2246;N;M;31;500000;20;2000000;4;Pekerja Lepas;0
2247;Y;M;78;1200000;16;2300000;5;Pedagang;8
2248;N;M;78;1000000;10;1500000;2;Guru/Dosen;3
2249;Y;M;79;1400000;3;4800000;5;Wirausaha;1
2250;Y;M;61;1600000;5;4500000;0;Pedagang;0
2251;Y;F;89;1000000;4;4800000;2;Wirausaha;0
2252;N;M;84;1400000;6;1800000;4;Pedagang;7
2253;N;M;31;1200000;10;1800000;4;Guru/Dosen;0
2254;N;M;88;500000;16;1200000;2;Guru/Dosen;1
2255;N;F;24;1200000;10;1500000;1;Wirausaha;4
2256;N;M;70;1000000;12;2300000;3;Buruh;4
2257;N;F;54;1000000;10;5000000;5;Guru/Dosen;0
2258;Y;F;94;3000000;4;4800000;0;Pedagang;3
2259;N;F;97;1900000;12;1800000;4;Pekerja Lepas;8
2260;Y;M;39;1000000;4;3000000;5;Pedagang;2
2261;N;M;20;700000;4;2000000;1;Wirausaha;0
2262;N;M;53;500000;4;2000000;0;Guru/Dosen;5
2263;N;F;82;2500000;8;2500000;4;Buruh;4
2264;Y;M;45;1000000;16;5000000;0;Buruh;7
2265;N;M;69;1600000;16;2500000;4;Guru/Dosen;0
2266;N;M;90;1000000;12;1500000;3;Guru/Dosen;1
2267;N;M;63;1600000;4;2000000;2;Wirausaha;1
2268;Y;M;90;500000;8;4000000;4;Pekerja Lepas;1
2269;Y;M;94;1800000;4;5000000;5;Pedagang;6
2270;Y;M;46;500000;10;4400000;3;Pedagang;8
2271;Y;F;58;3000000;8;4400000;4;Pedagang;1
2272;N;M;82;1200000;5;4400000;4;Guru/Dosen;6
2273;N;M;60;1200000;16;3000000;5;Buruh;1
2274;Y;F;61;500000;10;4600000;0;Pedagang;7
2275;N;M;24;1200000;6;1800000;5;Pedagang;3
2276;N;M;50;700000;4;1800000;1;Guru/Dosen;6
2277;N;M;56;1000000;16;2000000;5;Pedagang;1
2278;Y;M;79;1800000;4;3000000;5;Pekerja Lepas;7
2279;Y;M;88;1200000;16;5000000;2;Pekerja Lepas;0
2280;Y;M;26;700000;10;2300000;2;Pedagang;5
2281;Y;M;42;1200000;4;4000000;0;Wirausaha;1
2282;Y;F;63;1400000;8;4000000;5;Wirausaha;2
2283;Y;M;36;700000;16;4600000;0;Wirausaha;1
2284;Y;M;85;3000000;6;3500000;4;Pedagang;0
2285;Y;M;83;2500000;8;4400000;0;Wirausaha;0
2286;N;F;64;2500000;16;4000000;4;Buruh;1
2287;N;F;39;1000000;6;4500000;5;Buruh;1
2288;Y;F;69;1600000;10;4800000;3;Pedagang;8
2289;Y;M;93;3000000;16;4800000;0;Wirausaha;1
2290;Y;M;45;1500000;20;4800000;5;Wirausaha;0
2291;Y;M;56;1000000;20;2500000;1;Pedagang;5
2292;Y;M;22;1000000;8;5000000;0;Buruh;6
2293;Y;F;28;1900000;16;4000000;2;Pekerja Lepas;1
2294;Y;M;66;1600000;4;5000000;4;Pekerja Lepas;6
2295;N;F;66;1800000;4;4400000;0;Buruh;8
2296;Y;M;35;1900000;10;5000000;0;Buruh;6
2297;Y;M;53;1000000;6;4400000;1;Pekerja Lepas;6
2298;Y;M;67;500000;6;2500000;3;Pekerja Lepas;6
2299;Y;F;53;1500000;16;4600000;5;Pekerja Lepas;6
2300;Y;M;91;500000;4;4600000;2;Wirausaha;3
2301;N;F;69;2500000;20;4800000;0;Buruh;0
2302;Y;M;31;1800000;10;5000000;2;Wirausaha;8
2303;N;M;22;1400000;6;1800000;0;Pedagang;8
2304;N;M;52;500000;10;1800000;1;Buruh;4
2305;Y;F;35;2000000;5;4800000;1;Pedagang;6
2306;Y;F;55;1500000;4;3500000;1;Wirausaha;3
2307;N;M;62;1000000;5;4600000;2;Buruh;0
2308;N;M;66;1200000;4;1500000;5;Wirausaha;6
2309;N;M;89;1400000;4;2300000;4;Buruh;3
2310;Y;M;50;700000;16;2500000;0;Pekerja Lepas;3
2311;N;M;82;1500000;3;4500000;5;Guru/Dosen;0
2312;N;M;24;1200000;16;4500000;4;Buruh;2
2313;Y;M;78;1900000;3;2300000;3;Pedagang;6
2314;N;M;97;1600000;4;4800000;1;Buruh;1
2315;N;M;91;1000000;10;4800000;0;Guru/Dosen;3
2316;N;M;72;1200000;4;1500000;0;Pedagang;1
2317;N;M;80;2500000;5;2000000;3;Pedagang;6
2318;N;F;74;1200000;8;2000000;0;Guru/Dosen;4
2319;N;M;85;1000000;10;2500000;5;Guru/Dosen;7
2320;N;F;48;500000;4;1500000;1;Pedagang;1
2321;Y;M;21;2000000;3;4800000;3;Wirausaha;0
2322;N;F;72;2000000;10;4400000;3;Buruh;0
2323;Y;M;75;1400000;4;4000000;1;Pekerja Lepas;2
2324;N;M;47;500000;3;1800000;5;Pedagang;1
2325;Y;M;44;2000000;5;4600000;5;Pedagang;1
2326;Y;M;45;2500000;4;4800000;1;Guru/Dosen;1
2327;Y;F;44;2000000;16;5000000;1;Guru/Dosen;8
2328;N;M;40;500000;10;1800000;1;Pedagang;6
2329;Y;F;28;500000;10;2500000;2;Pedagang;1
2330;Y;M;69;500000;3;5000000;2;Pedagang;6
2331;Y;M;20;1200000;3;4000000;4;Guru/Dosen;7
2332;N;M;48;1500000;6;2300000;0;Guru/Dosen;1
2333;N;M;90;1000000;5;2300000;4;Buruh;2
2334;N;F;99;700000;4;2000000;2;Wirausaha;4
2335;Y;M;87;1200000;20;3500000;0;Pekerja Lepas;3
2336;N;M;52;2500000;10;1800000;5;Pedagang;0
2337;Y;M;22;2500000;5;2300000;1;Pekerja Lepas;1
2338;N;F;21;1000000;8;1800000;3;Buruh;1
2339;N;F;50;500000;10;2000000;3;Pekerja Lepas;7
2340;N;F;28;1200000;3;3500000;2;Guru/Dosen;5
2341;Y;M;31;1000000;16;4600000;5;Pedagang;6
2342;N;M;81;1800000;3;1200000;0;Pekerja Lepas;6
2343;Y;M;36;1900000;3;3500000;5;Pedagang;0
2344;Y;M;93;3000000;4;4000000;0;Pekerja Lepas;4
2345;N;M;78;1900000;10;2000000;0;Pedagang;2
2346;Y;M;27;1900000;3;4000000;4;Pekerja Lepas;0
2347;N;M;94;700000;4;1500000;0;Buruh;0
2348;Y;F;76;1400000;5;2500000;1;Pekerja Lepas;0
